user_id,task_count,event_count,activity_cluster
6929,2,1,Low Activity
6930,2,1,Low Activity
6934,2,1,Low Activity
6941,2,1,Low Activity
6942,2,1,Low Activity
6943,2,1,Low Activity
6947,2,1,Low Activity
6948,2,1,Low Activity
6952,2,1,Low Activity
6958,2,1,Low Activity
6960,2,1,Low Activity
6961,2,1,Low Activity
6962,2,1,Low Activity
6966,2,1,Low Activity
6967,2,1,Low Activity
6968,2,1,Low Activity
6969,2,1,Low Activity
6973,2,1,Low Activity
6975,2,1,Low Activity
6980,2,1,Low Activity
6983,2,1,Low Activity
6988,2,1,Low Activity
6989,2,1,Low Activity
6993,2,1,Low Activity
6994,2,1,Low Activity
6997,2,1,Low Activity
6999,2,1,Low Activity
7003,2,0,Low Activity
7005,2,0,Low Activity
7006,2,0,Low Activity
7012,2,0,Low Activity
7015,2,0,Low Activity
7017,2,0,Low Activity
7019,2,0,Low Activity
7023,2,0,Low Activity
7025,2,0,Low Activity
7026,2,0,Low Activity
7031,2,0,Low Activity
7039,2,0,Low Activity
7040,2,0,Low Activity
7043,2,0,Low Activity
7048,2,0,Low Activity
7049,2,0,Low Activity
7053,2,0,Low Activity
7059,2,0,Low Activity
7060,2,0,Low Activity
7061,2,0,Low Activity
7070,2,0,Low Activity
7071,2,0,Low Activity
7077,2,0,Low Activity
7085,2,0,Low Activity
7086,2,0,Low Activity
7092,2,0,Low Activity
7093,2,0,Low Activity
7094,2,0,Low Activity
7097,2,0,Low Activity
7103,2,0,Low Activity
7105,2,0,Low Activity
7123,2,0,Low Activity
7129,2,0,Low Activity
7132,2,0,Low Activity
7134,2,0,Low Activity
7135,2,0,Low Activity
7139,2,0,Low Activity
7143,2,0,Low Activity
7144,2,0,Low Activity
7146,2,0,Low Activity
7147,2,0,Low Activity
7153,2,0,Low Activity
7156,2,0,Low Activity
7158,2,0,Low Activity
7166,2,0,Low Activity
7173,2,0,Low Activity
7174,2,0,Low Activity
7175,2,0,Low Activity
7177,2,0,Low Activity
7181,2,0,Low Activity
7184,2,0,Low Activity
7185,2,0,Low Activity
7188,2,0,Low Activity
7205,2,0,Low Activity
7210,2,0,Low Activity
7212,2,0,Low Activity
7213,2,0,Low Activity
7214,2,0,Low Activity
7217,2,0,Low Activity
7219,2,0,Low Activity
7220,2,0,Low Activity
7221,2,0,Low Activity
7222,2,0,Low Activity
7224,2,0,Low Activity
7225,2,0,Low Activity
7226,2,0,Low Activity
7228,2,0,Low Activity
7231,2,0,Low Activity
7235,2,0,Low Activity
7242,2,0,Low Activity
7244,2,0,Low Activity
7250,2,0,Low Activity
7251,2,0,Low Activity
7254,2,0,Low Activity
7259,2,0,Low Activity
7261,2,0,Low Activity
7263,2,0,Low Activity
7264,2,0,Low Activity
7265,2,0,Low Activity
7266,2,0,Low Activity
7268,2,0,Low Activity
7270,2,0,Low Activity
7271,2,0,Low Activity
7272,2,0,Low Activity
7274,2,0,Low Activity
7282,2,0,Low Activity
7285,2,0,Low Activity
7286,2,0,Low Activity
7287,2,0,Low Activity
7290,2,0,Low Activity
7291,2,0,Low Activity
7296,2,0,Low Activity
7299,2,0,Low Activity
7305,2,0,Low Activity
7308,2,0,Low Activity
7310,2,0,Low Activity
7315,2,0,Low Activity
7321,2,0,Low Activity
7325,2,0,Low Activity
7330,2,0,Low Activity
7331,2,0,Low Activity
7333,2,0,Low Activity
7334,2,0,Low Activity
7337,2,0,Low Activity
7339,2,0,Low Activity
7342,2,0,Low Activity
7347,2,0,Low Activity
7353,2,0,Low Activity
7359,2,0,Low Activity
7370,2,0,Low Activity
7374,2,0,Low Activity
7375,2,0,Low Activity
7380,2,0,Low Activity
7388,2,0,Low Activity
7399,2,0,Low Activity
7401,2,0,Low Activity
7409,2,0,Low Activity
7412,2,0,Low Activity
7415,2,0,Low Activity
7416,2,0,Low Activity
7417,2,0,Low Activity
7420,2,0,Low Activity
7426,2,0,Low Activity
7433,2,0,Low Activity
7436,2,0,Low Activity
7437,2,0,Low Activity
7440,2,0,Low Activity
7444,2,0,Low Activity
7449,2,0,Low Activity
7451,2,0,Low Activity
7456,2,0,Low Activity
7457,2,0,Low Activity
7458,2,0,Low Activity
7461,2,0,Low Activity
7473,2,0,Low Activity
7476,2,0,Low Activity
7480,2,0,Low Activity
7484,2,0,Low Activity
7485,2,0,Low Activity
7486,2,0,Low Activity
7492,2,0,Low Activity
7498,2,0,Low Activity
7499,2,0,Low Activity
7503,2,0,Low Activity
7504,2,0,Low Activity
7505,2,0,Low Activity
7510,2,0,Low Activity
7511,2,0,Low Activity
7512,2,0,Low Activity
7519,2,0,Low Activity
7520,2,0,Low Activity
7521,2,0,Low Activity
7526,2,0,Low Activity
7527,2,0,Low Activity
7536,2,0,Low Activity
7543,2,0,Low Activity
7547,2,0,Low Activity
7556,2,0,Low Activity
7558,2,0,Low Activity
7560,2,0,Low Activity
7564,2,0,Low Activity
7565,2,0,Low Activity
7571,2,0,Low Activity
7572,2,0,Low Activity
7583,2,0,Low Activity
7591,2,0,Low Activity
7598,2,0,Low Activity
7600,2,0,Low Activity
7602,2,0,Low Activity
7606,2,0,Low Activity
7607,2,0,Low Activity
7612,2,0,Low Activity
7613,2,0,Low Activity
7616,2,0,Low Activity
7617,2,0,Low Activity
7618,2,0,Low Activity
7621,2,0,Low Activity
7624,2,0,Low Activity
7625,2,0,Low Activity
7627,2,0,Low Activity
7629,2,0,Low Activity
7631,2,0,Low Activity
7632,2,0,Low Activity
7638,2,0,Low Activity
7639,2,0,Low Activity
7640,2,0,Low Activity
7645,2,0,Low Activity
7647,2,0,Low Activity
7648,2,0,Low Activity
7650,2,0,Low Activity
7653,2,0,Low Activity
7656,2,0,Low Activity
7657,2,0,Low Activity
7661,2,0,Low Activity
7669,2,0,Low Activity
7673,2,0,Low Activity
7680,2,0,Low Activity
7690,2,0,Low Activity
7691,2,0,Low Activity
7695,2,0,Low Activity
7696,2,0,Low Activity
7697,2,0,Low Activity
7701,2,0,Low Activity
7715,2,0,Low Activity
7726,2,0,Low Activity
7727,2,0,Low Activity
7729,2,0,Low Activity
7734,2,0,Low Activity
7737,2,0,Low Activity
7742,2,0,Low Activity
7747,2,0,Low Activity
7748,2,0,Low Activity
7749,2,0,Low Activity
7753,2,0,Low Activity
7755,2,0,Low Activity
7756,2,0,Low Activity
7758,2,0,Low Activity
7761,2,0,Low Activity
7775,2,0,Low Activity
7777,2,0,Low Activity
7778,2,0,Low Activity
7780,2,0,Low Activity
7786,2,0,Low Activity
7789,2,0,Low Activity
7790,2,0,Low Activity
7791,2,0,Low Activity
7792,2,0,Low Activity
7793,2,0,Low Activity
7801,2,0,Low Activity
7806,2,0,Low Activity
7807,2,0,Low Activity
7811,2,0,Low Activity
7813,2,0,Low Activity
7817,2,0,Low Activity
7821,2,0,Low Activity
7823,2,0,Low Activity
7825,2,0,Low Activity
7830,2,0,Low Activity
7833,2,0,Low Activity
7839,2,0,Low Activity
7841,2,0,Low Activity
7842,2,0,Low Activity
7843,2,0,Low Activity
7848,2,0,Low Activity
7859,2,0,Low Activity
7868,2,0,Low Activity
7870,2,0,Low Activity
7872,2,0,Low Activity
7875,2,0,Low Activity
7877,2,0,Low Activity
7878,2,0,Low Activity
7881,2,0,Low Activity
7882,2,0,Low Activity
7883,2,0,Low Activity
7885,2,0,Low Activity
7887,2,0,Low Activity
7888,2,0,Low Activity
7893,2,0,Low Activity
7897,2,0,Low Activity
7898,2,0,Low Activity
7899,2,0,Low Activity
7900,2,0,Low Activity
7901,2,0,Low Activity
7910,2,0,Low Activity
7916,2,0,Low Activity
7919,2,0,Low Activity
7925,2,0,Low Activity
7929,2,0,Low Activity
7941,2,0,Low Activity
7942,2,0,Low Activity
7944,2,0,Low Activity
7946,2,0,Low Activity
7950,2,0,Low Activity
7953,2,0,Low Activity
7964,2,0,Low Activity
7965,2,0,Low Activity
7966,2,0,Low Activity
7967,2,0,Low Activity
7975,2,0,Low Activity
7983,2,0,Low Activity
7985,2,0,Low Activity
7990,2,0,Low Activity
7994,2,0,Low Activity
7996,2,0,Low Activity
7997,2,0,Low Activity
8002,2,0,Low Activity
8003,2,0,Low Activity
8011,2,0,Low Activity
8022,2,0,Low Activity
8027,2,0,Low Activity
8028,2,0,Low Activity
8034,2,0,Low Activity
8035,2,0,Low Activity
8045,2,0,Low Activity
8046,2,0,Low Activity
8050,2,0,Low Activity
8058,2,0,Low Activity
8059,2,0,Low Activity
8060,2,0,Low Activity
8062,2,0,Low Activity
8063,2,0,Low Activity
8068,2,0,Low Activity
8069,2,0,Low Activity
8079,2,0,Low Activity
8080,2,0,Low Activity
8081,2,0,Low Activity
8083,2,0,Low Activity
8097,2,0,Low Activity
8102,2,0,Low Activity
8112,2,0,Low Activity
8117,2,0,Low Activity
8118,2,0,Low Activity
8119,2,0,Low Activity
8120,2,0,Low Activity
8123,2,0,Low Activity
8124,2,0,Low Activity
8128,2,0,Low Activity
8133,2,0,Low Activity
8135,2,0,Low Activity
8137,2,0,Low Activity
8142,2,0,Low Activity
8144,2,0,Low Activity
8146,2,0,Low Activity
8147,2,0,Low Activity
8148,2,0,Low Activity
8166,2,0,Low Activity
8169,2,0,Low Activity
8172,2,0,Low Activity
8173,2,0,Low Activity
8174,2,0,Low Activity
8175,2,0,Low Activity
8182,2,0,Low Activity
8183,2,0,Low Activity
8186,2,0,Low Activity
8191,2,0,Low Activity
8197,2,0,Low Activity
8201,2,0,Low Activity
8203,2,0,Low Activity
8204,2,0,Low Activity
8211,2,0,Low Activity
8219,2,0,Low Activity
8220,2,0,Low Activity
8221,2,0,Low Activity
8222,2,0,Low Activity
8226,2,0,Low Activity
8234,2,0,Low Activity
8235,2,0,Low Activity
8236,2,0,Low Activity
8237,2,0,Low Activity
8244,2,0,Low Activity
8248,2,0,Low Activity
8254,2,0,Low Activity
8255,2,0,Low Activity
8263,2,0,Low Activity
8264,2,0,Low Activity
8267,2,0,Low Activity
8268,2,0,Low Activity
8275,2,0,Low Activity
8279,2,0,Low Activity
8281,2,0,Low Activity
8285,2,0,Low Activity
8296,2,0,Low Activity
8297,2,0,Low Activity
8299,2,0,Low Activity
8306,2,0,Low Activity
8313,2,0,Low Activity
8315,2,0,Low Activity
8319,2,0,Low Activity
8322,2,0,Low Activity
8323,2,0,Low Activity
8324,2,0,Low Activity
8325,2,0,Low Activity
8330,2,0,Low Activity
8332,2,0,Low Activity
8343,2,0,Low Activity
8346,2,0,Low Activity
8347,2,0,Low Activity
8352,2,0,Low Activity
8353,2,0,Low Activity
8359,2,0,Low Activity
8361,2,0,Low Activity
8362,2,0,Low Activity
8366,2,0,Low Activity
8371,2,0,Low Activity
8378,2,0,Low Activity
8379,2,0,Low Activity
8381,2,0,Low Activity
8383,2,0,Low Activity
8384,2,0,Low Activity
8389,2,0,Low Activity
8390,2,0,Low Activity
8393,2,0,Low Activity
8400,2,0,Low Activity
8402,2,0,Low Activity
8406,2,0,Low Activity
8412,2,0,Low Activity
8414,2,0,Low Activity
8415,2,0,Low Activity
8417,2,0,Low Activity
8421,2,0,Low Activity
8427,2,0,Low Activity
8431,2,0,Low Activity
8433,2,0,Low Activity
8434,2,0,Low Activity
8435,2,0,Low Activity
8437,2,0,Low Activity
8440,2,0,Low Activity
8442,2,0,Low Activity
8447,2,0,Low Activity
8450,2,0,Low Activity
8451,2,0,Low Activity
8453,2,0,Low Activity
8456,2,0,Low Activity
8461,2,0,Low Activity
8467,2,0,Low Activity
8476,2,0,Low Activity
8477,2,0,Low Activity
8480,2,0,Low Activity
8482,2,0,Low Activity
8488,2,0,Low Activity
8490,2,0,Low Activity
8495,2,0,Low Activity
8500,2,0,Low Activity
8504,2,0,Low Activity
8509,2,0,Low Activity
8512,2,0,Low Activity
8513,2,0,Low Activity
8516,2,0,Low Activity
8517,2,0,Low Activity
8523,2,0,Low Activity
8526,2,0,Low Activity
8528,2,0,Low Activity
8534,2,0,Low Activity
8538,2,0,Low Activity
8549,2,0,Low Activity
8555,2,0,Low Activity
8559,2,0,Low Activity
8564,2,0,Low Activity
8570,2,0,Low Activity
8571,2,0,Low Activity
8572,2,0,Low Activity
8574,2,0,Low Activity
8576,2,0,Low Activity
8579,2,0,Low Activity
8585,2,0,Low Activity
8590,2,0,Low Activity
8593,2,0,Low Activity
8599,2,0,Low Activity
8612,2,0,Low Activity
8616,2,0,Low Activity
8617,2,0,Low Activity
8623,2,0,Low Activity
8624,2,0,Low Activity
8633,2,0,Low Activity
8635,2,0,Low Activity
8639,2,0,Low Activity
8646,2,0,Low Activity
8654,2,0,Low Activity
8656,2,0,Low Activity
8657,2,0,Low Activity
8660,2,0,Low Activity
8662,2,0,Low Activity
8668,2,0,Low Activity
8670,2,0,Low Activity
8671,2,0,Low Activity
8673,2,0,Low Activity
8676,2,0,Low Activity
8677,2,0,Low Activity
8679,2,0,Low Activity
8681,2,0,Low Activity
8682,2,0,Low Activity
8685,2,0,Low Activity
8694,2,0,Low Activity
8695,2,0,Low Activity
8697,2,0,Low Activity
8698,2,0,Low Activity
8705,2,0,Low Activity
8714,2,0,Low Activity
8716,2,0,Low Activity
8718,2,0,Low Activity
8719,2,0,Low Activity
8727,2,0,Low Activity
8729,2,0,Low Activity
8731,2,0,Low Activity
8745,2,0,Low Activity
8756,2,0,Low Activity
8759,2,0,Low Activity
8762,2,0,Low Activity
8764,2,0,Low Activity
8773,2,0,Low Activity
8777,2,0,Low Activity
8778,2,0,Low Activity
8779,2,0,Low Activity
8780,2,0,Low Activity
8783,2,0,Low Activity
8787,2,0,Low Activity
8793,2,0,Low Activity
8798,2,0,Low Activity
8799,2,0,Low Activity
8803,2,0,Low Activity
8804,2,0,Low Activity
8809,2,0,Low Activity
8810,2,0,Low Activity
8816,2,0,Low Activity
8817,2,0,Low Activity
8822,2,0,Low Activity
8830,2,0,Low Activity
8832,2,0,Low Activity
8834,2,0,Low Activity
8838,2,0,Low Activity
8844,2,0,Low Activity
8845,2,0,Low Activity
8846,2,0,Low Activity
8847,2,0,Low Activity
8848,2,0,Low Activity
8852,2,0,Low Activity
8856,2,0,Low Activity
8861,2,0,Low Activity
8865,2,0,Low Activity
8867,2,0,Low Activity
8874,2,0,Low Activity
8875,2,0,Low Activity
8878,2,0,Low Activity
8879,2,0,Low Activity
8883,2,0,Low Activity
8900,2,0,Low Activity
8902,2,0,Low Activity
8904,2,0,Low Activity
8905,2,0,Low Activity
8906,2,0,Low Activity
8914,2,0,Low Activity
8921,2,0,Low Activity
8922,2,0,Low Activity
8930,2,0,Low Activity
8932,2,0,Low Activity
8939,2,0,Low Activity
8948,2,0,Low Activity
8952,2,0,Low Activity
8957,2,0,Low Activity
8959,2,0,Low Activity
8961,2,0,Low Activity
8962,2,0,Low Activity
8967,2,0,Low Activity
8971,2,0,Low Activity
8974,2,0,Low Activity
8978,2,0,Low Activity
8980,2,0,Low Activity
8992,2,0,Low Activity
8999,2,0,Low Activity
9005,2,0,Low Activity
9006,2,0,Low Activity
9007,2,0,Low Activity
9008,2,0,Low Activity
9009,2,0,Low Activity
9013,2,0,Low Activity
9021,2,0,Low Activity
9023,2,0,Low Activity
9030,2,0,Low Activity
9037,2,0,Low Activity
9038,2,0,Low Activity
9050,2,0,Low Activity
9053,2,0,Low Activity
9058,2,0,Low Activity
9060,2,0,Low Activity
9061,2,0,Low Activity
9062,2,0,Low Activity
9064,2,0,Low Activity
9066,2,0,Low Activity
9075,2,0,Low Activity
9079,2,0,Low Activity
9083,2,0,Low Activity
9085,2,0,Low Activity
9090,2,0,Low Activity
9094,2,0,Low Activity
9099,2,0,Low Activity
9105,2,0,Low Activity
9119,2,0,Low Activity
9122,2,0,Low Activity
9124,2,0,Low Activity
9127,2,0,Low Activity
9130,2,0,Low Activity
9131,2,0,Low Activity
9132,2,0,Low Activity
9135,2,0,Low Activity
9139,2,0,Low Activity
9141,2,0,Low Activity
9143,2,0,Low Activity
9145,2,0,Low Activity
9146,2,0,Low Activity
9149,2,0,Low Activity
9151,2,0,Low Activity
9153,2,0,Low Activity
9158,2,0,Low Activity
9159,2,0,Low Activity
9163,2,0,Low Activity
9164,2,0,Low Activity
9166,2,0,Low Activity
9171,2,0,Low Activity
9174,2,0,Low Activity
9180,2,0,Low Activity
9181,2,0,Low Activity
9182,2,0,Low Activity
9187,2,0,Low Activity
9189,2,0,Low Activity
9193,2,0,Low Activity
9214,2,0,Low Activity
9217,2,0,Low Activity
9218,2,0,Low Activity
9222,2,0,Low Activity
9226,2,0,Low Activity
9231,2,0,Low Activity
9233,2,0,Low Activity
9239,2,0,Low Activity
9240,2,0,Low Activity
9242,2,0,Low Activity
9246,2,0,Low Activity
9249,2,0,Low Activity
9251,2,0,Low Activity
9252,2,0,Low Activity
9256,2,0,Low Activity
9258,2,0,Low Activity
9262,2,0,Low Activity
9264,2,0,Low Activity
9268,2,0,Low Activity
9270,2,0,Low Activity
9273,2,0,Low Activity
9283,2,0,Low Activity
9289,2,0,Low Activity
9290,2,0,Low Activity
9293,2,0,Low Activity
9297,2,0,Low Activity
9298,2,0,Low Activity
9301,2,0,Low Activity
9302,2,0,Low Activity
9305,2,0,Low Activity
9306,2,0,Low Activity
9310,2,0,Low Activity
9318,2,0,Low Activity
9320,2,0,Low Activity
9325,2,0,Low Activity
9326,2,0,Low Activity
9328,2,0,Low Activity
9329,2,0,Low Activity
9330,2,0,Low Activity
9344,2,0,Low Activity
9346,2,0,Low Activity
9347,2,0,Low Activity
9348,2,0,Low Activity
9356,2,0,Low Activity
9361,2,0,Low Activity
9366,2,0,Low Activity
9369,2,0,Low Activity
9371,2,0,Low Activity
9373,2,0,Low Activity
9386,2,0,Low Activity
9387,2,0,Low Activity
9389,2,0,Low Activity
9391,2,0,Low Activity
9397,2,0,Low Activity
9399,2,0,Low Activity
9401,2,0,Low Activity
9402,2,0,Low Activity
9403,2,0,Low Activity
9409,2,0,Low Activity
9410,2,0,Low Activity
9412,2,0,Low Activity
9422,2,0,Low Activity
9430,2,0,Low Activity
9432,2,0,Low Activity
9433,2,0,Low Activity
9435,2,0,Low Activity
9436,2,0,Low Activity
9442,2,0,Low Activity
9458,2,0,Low Activity
9459,2,0,Low Activity
9462,2,0,Low Activity
9463,2,0,Low Activity
9464,2,0,Low Activity
9469,2,0,Low Activity
9472,2,0,Low Activity
9476,2,0,Low Activity
9477,2,0,Low Activity
9481,2,0,Low Activity
9485,2,0,Low Activity
9488,2,0,Low Activity
9493,2,0,Low Activity
9495,2,0,Low Activity
9496,2,0,Low Activity
9497,2,0,Low Activity
9507,2,0,Low Activity
9509,2,0,Low Activity
9513,2,0,Low Activity
9517,2,0,Low Activity
9521,2,0,Low Activity
9530,2,0,Low Activity
9532,2,0,Low Activity
9535,2,0,Low Activity
9539,2,0,Low Activity
9544,2,0,Low Activity
9546,2,0,Low Activity
9549,2,0,Low Activity
9556,2,0,Low Activity
9557,2,0,Low Activity
9558,2,0,Low Activity
9560,2,0,Low Activity
9564,2,0,Low Activity
9576,2,0,Low Activity
9578,2,0,Low Activity
9596,2,0,Low Activity
9600,2,0,Low Activity
9614,2,0,Low Activity
9629,2,0,Low Activity
9635,2,0,Low Activity
9641,2,0,Low Activity
9644,2,0,Low Activity
9648,2,0,Low Activity
9649,2,0,Low Activity
9650,2,0,Low Activity
9653,2,0,Low Activity
9660,2,0,Low Activity
9661,2,0,Low Activity
9663,2,0,Low Activity
9665,2,0,Low Activity
9668,2,0,Low Activity
9671,2,0,Low Activity
9672,2,0,Low Activity
9673,2,0,Low Activity
9675,2,0,Low Activity
9677,2,0,Low Activity
9688,2,0,Low Activity
9689,2,0,Low Activity
9690,2,0,Low Activity
9698,2,0,Low Activity
9700,2,0,Low Activity
9701,2,0,Low Activity
9703,2,0,Low Activity
9707,2,0,Low Activity
9708,2,0,Low Activity
9714,2,0,Low Activity
9715,2,0,Low Activity
9719,2,0,Low Activity
9734,2,0,Low Activity
9739,2,0,Low Activity
9740,2,0,Low Activity
9751,2,0,Low Activity
9755,2,0,Low Activity
9757,2,0,Low Activity
9761,2,0,Low Activity
9763,2,0,Low Activity
9768,2,0,Low Activity
9769,2,0,Low Activity
9775,2,0,Low Activity
9780,2,0,Low Activity
9784,2,0,Low Activity
9787,2,0,Low Activity
9788,2,0,Low Activity
9792,2,0,Low Activity
9809,2,0,Low Activity
9815,2,0,Low Activity
9817,2,0,Low Activity
9819,2,0,Low Activity
9822,2,0,Low Activity
9823,2,0,Low Activity
9827,2,0,Low Activity
9829,2,0,Low Activity
9830,2,0,Low Activity
9831,2,0,Low Activity
9832,2,0,Low Activity
9835,2,0,Low Activity
9841,2,0,Low Activity
9847,2,0,Low Activity
9852,2,0,Low Activity
9865,2,0,Low Activity
9872,2,0,Low Activity
9875,2,0,Low Activity
9876,2,0,Low Activity
9880,2,0,Low Activity
9883,2,0,Low Activity
9884,2,0,Low Activity
9885,2,0,Low Activity
9886,2,0,Low Activity
9895,2,0,Low Activity
9897,2,0,Low Activity
9902,2,0,Low Activity
9911,2,0,Low Activity
9912,2,0,Low Activity
9913,2,0,Low Activity
9914,2,0,Low Activity
9916,2,0,Low Activity
9917,2,0,Low Activity
9924,2,0,Low Activity
9927,2,0,Low Activity
9929,2,0,Low Activity
9934,2,0,Low Activity
9942,2,0,Low Activity
9944,2,0,Low Activity
9946,2,0,Low Activity
9950,2,0,Low Activity
9952,2,0,Low Activity
9953,2,0,Low Activity
9958,2,0,Low Activity
9962,2,0,Low Activity
9963,2,0,Low Activity
9966,2,0,Low Activity
9970,2,0,Low Activity
9981,2,0,Low Activity
9995,2,0,Low Activity
9997,2,0,Low Activity
9999,2,0,Low Activity
3,1,6,Medium Activity
4,1,6,Medium Activity
5,1,6,Medium Activity
11,1,6,Medium Activity
16,1,6,Medium Activity
22,1,6,Medium Activity
28,1,6,Medium Activity
29,1,6,Medium Activity
32,1,6,Medium Activity
34,1,6,Medium Activity
35,1,6,Medium Activity
40,1,6,Medium Activity
42,1,6,Medium Activity
46,1,6,Medium Activity
48,1,6,Medium Activity
49,1,6,Medium Activity
53,1,6,Medium Activity
54,1,6,Medium Activity
55,1,6,Medium Activity
57,1,6,Medium Activity
58,1,6,Medium Activity
59,1,6,Medium Activity
60,1,6,Medium Activity
64,1,6,Medium Activity
65,1,6,Medium Activity
66,1,6,Medium Activity
68,1,6,Medium Activity
70,1,6,Medium Activity
73,1,6,Medium Activity
87,1,6,Medium Activity
88,1,6,Medium Activity
92,1,6,Medium Activity
95,1,6,Medium Activity
97,1,6,Medium Activity
98,1,6,Medium Activity
100,1,6,Medium Activity
101,1,6,Medium Activity
102,1,6,Medium Activity
106,1,6,Medium Activity
108,1,6,Medium Activity
111,1,6,Medium Activity
112,1,6,Medium Activity
114,1,6,Medium Activity
115,1,6,Medium Activity
118,1,6,Medium Activity
119,1,6,Medium Activity
121,1,6,Medium Activity
122,1,6,Medium Activity
124,1,6,Medium Activity
131,1,6,Medium Activity
133,1,6,Medium Activity
134,1,6,Medium Activity
142,1,6,Medium Activity
143,1,6,Medium Activity
147,1,6,Medium Activity
148,1,6,Medium Activity
150,1,6,Medium Activity
152,1,6,Medium Activity
153,1,6,Medium Activity
154,1,6,Medium Activity
163,1,6,Medium Activity
165,1,6,Medium Activity
169,1,6,Medium Activity
171,1,6,Medium Activity
174,1,6,Medium Activity
185,1,6,Medium Activity
190,1,6,Medium Activity
193,1,6,Medium Activity
195,1,6,Medium Activity
210,1,6,Medium Activity
212,1,6,Medium Activity
216,1,6,Medium Activity
217,1,6,Medium Activity
220,1,6,Medium Activity
221,1,6,Medium Activity
237,1,6,Medium Activity
239,1,6,Medium Activity
247,1,6,Medium Activity
250,1,6,Medium Activity
255,1,6,Medium Activity
259,1,6,Medium Activity
260,1,6,Medium Activity
263,1,6,Medium Activity
266,1,6,Medium Activity
267,1,6,Medium Activity
268,1,6,Medium Activity
270,1,6,Medium Activity
273,1,6,Medium Activity
278,1,6,Medium Activity
288,1,6,Medium Activity
289,1,6,Medium Activity
299,1,6,Medium Activity
306,1,6,Medium Activity
310,1,6,Medium Activity
313,1,6,Medium Activity
317,1,6,Medium Activity
318,1,6,Medium Activity
329,1,6,Medium Activity
330,1,6,Medium Activity
334,1,6,Medium Activity
335,1,6,Medium Activity
336,1,6,Medium Activity
337,1,6,Medium Activity
340,1,6,Medium Activity
341,1,6,Medium Activity
342,1,6,Medium Activity
347,1,6,Medium Activity
348,1,6,Medium Activity
350,1,6,Medium Activity
351,1,6,Medium Activity
357,1,6,Medium Activity
358,1,6,Medium Activity
362,1,6,Medium Activity
368,1,6,Medium Activity
373,1,6,Medium Activity
381,1,6,Medium Activity
383,1,6,Medium Activity
384,1,6,Medium Activity
390,1,6,Medium Activity
391,1,6,Medium Activity
392,1,6,Medium Activity
405,1,6,Medium Activity
406,1,6,Medium Activity
407,1,6,Medium Activity
408,1,6,Medium Activity
410,1,6,Medium Activity
413,1,6,Medium Activity
418,1,6,Medium Activity
419,1,6,Medium Activity
425,1,6,Medium Activity
437,1,6,Medium Activity
449,1,6,Medium Activity
451,1,6,Medium Activity
452,1,6,Medium Activity
455,1,6,Medium Activity
456,1,6,Medium Activity
458,1,6,Medium Activity
460,1,6,Medium Activity
468,1,6,Medium Activity
469,1,6,Medium Activity
470,1,6,Medium Activity
479,1,6,Medium Activity
483,1,6,Medium Activity
485,1,6,Medium Activity
487,1,6,Medium Activity
488,1,6,Medium Activity
489,1,6,Medium Activity
497,1,6,Medium Activity
500,1,6,Medium Activity
508,1,6,Medium Activity
509,1,6,Medium Activity
510,1,6,Medium Activity
511,1,6,Medium Activity
516,1,6,Medium Activity
517,1,6,Medium Activity
523,1,6,Medium Activity
527,1,6,Medium Activity
528,1,6,Medium Activity
529,1,6,Medium Activity
536,1,6,Medium Activity
537,1,6,Medium Activity
539,1,6,Medium Activity
545,1,6,Medium Activity
551,1,6,Medium Activity
557,1,6,Medium Activity
558,1,6,Medium Activity
563,1,6,Medium Activity
569,1,6,Medium Activity
570,1,6,Medium Activity
584,1,6,Medium Activity
586,1,6,Medium Activity
594,1,6,Medium Activity
598,1,6,Medium Activity
606,1,6,Medium Activity
607,1,6,Medium Activity
610,1,6,Medium Activity
613,1,6,Medium Activity
615,1,6,Medium Activity
621,1,6,Medium Activity
624,1,6,Medium Activity
625,1,6,Medium Activity
628,1,6,Medium Activity
631,1,6,Medium Activity
635,1,6,Medium Activity
638,1,6,Medium Activity
645,1,6,Medium Activity
648,1,6,Medium Activity
653,1,6,Medium Activity
655,1,6,Medium Activity
660,1,6,Medium Activity
663,1,6,Medium Activity
669,1,6,Medium Activity
675,1,6,Medium Activity
687,1,6,Medium Activity
691,1,6,Medium Activity
693,1,6,Medium Activity
697,1,6,Medium Activity
704,1,6,Medium Activity
705,1,6,Medium Activity
706,1,6,Medium Activity
707,1,6,Medium Activity
709,1,6,Medium Activity
711,1,6,Medium Activity
713,1,6,Medium Activity
715,1,6,Medium Activity
720,1,6,Medium Activity
723,1,6,Medium Activity
726,1,6,Medium Activity
728,1,6,Medium Activity
729,1,6,Medium Activity
731,1,6,Medium Activity
732,1,6,Medium Activity
733,1,6,Medium Activity
734,1,6,Medium Activity
742,1,6,Medium Activity
744,1,6,Medium Activity
750,1,6,Medium Activity
751,1,6,Medium Activity
753,1,6,Medium Activity
758,1,6,Medium Activity
771,1,6,Medium Activity
774,1,6,Medium Activity
783,1,6,Medium Activity
784,1,6,Medium Activity
786,1,6,Medium Activity
789,1,6,Medium Activity
790,1,6,Medium Activity
796,1,6,Medium Activity
800,1,6,Medium Activity
802,1,6,Medium Activity
803,1,6,Medium Activity
813,1,6,Medium Activity
815,1,6,Medium Activity
823,1,6,Medium Activity
824,1,6,Medium Activity
827,1,6,Medium Activity
828,1,6,Medium Activity
833,1,6,Medium Activity
842,1,6,Medium Activity
